index,repo_name,code-smells_ncloc,bug-fix-commits_ratio,avg_bug-issue_time,cognitive-complexity_ncloc
373,quiqr/quiqr-desktop,0.018907774,0.220338983,9295659.556,0.11696671
374,TeamAOF/All-of-Fabric-6,0.000262261,0.145833333,915396.8596,0.002622607
375,llopisdon/skies-adsb,0.006756757,0.179104478,inf,0.141891892
376,lmachens/skeleton,0.004106776,0.11627907,inf,0.146817248
377,gabrysia694/Gym-Junkies,0.005847953,0.242424242,126419.5625,0.026315789
378,usmansbk/pomofocus,0,0.023529412,inf,0.038194444
379,ZigZagExchange/frontend,0.010080925,0.425531915,425434.7917,0.106450867
380,Persian-Caesar/Ticker-Boy,0.047870183,0.044117647,inf,0.2831643
381,jessejanderson/skylink,0.010989011,0.142857143,inf,0.379120879
382,CTF-Cafe/CTF_Cafe_platform,0.020773931,0.072289157,1917518.636,0.141507128
383,GamerKingFaiz/shouldiplay,0.004076087,0.117647059,inf,0.054347826
384,ianb/llm-garden,0.01083165,0.136842105,inf,0.146869837
385,leomcelroy/svg-pcb,0.073570185,0.105263158,1608153.8,0.297504675
386,seths10/Quotes-Generator,0.000433463,0.045454545,inf,0.000577951
387,cyboholics/portfolioshop,0.012345679,0.096774194,3986195.571,0.026977595
388,whitespider-dev/whitespider,0.066460403,0.035087719,inf,0.225253367
389,leolee9086/cc-image-tag-new,0.056273402,0.052631579,411353.3333,0.819729049
390,NovaAppsInc/fracital-proxy,0.148510737,0.027027027,4780457,0.706601955
391,spandan114/Crowdfunding-DAPP,0.038812785,0.058823529,inf,0.052511416
392,terwer/siyuan-plugin-publisher,0.002513534,0.24137931,898895.1818,0.068735499
393,zoom/zoomapps-sample-js,0,0.132075472,inf,0.095057034
394,GrabBits/GrabBits_Website,0.013073252,0.355932203,215145.1935,0.040257315
395,shohan-pherones/euphoria-ecommerce,0.002241147,0.095744681,inf,0.028686688
396,developerforce/salesforce-slack-starter-kit,0.002502085,0.391304348,5746881,0.06088407
